0.14115535,0.6,0,1,0
0.15267822,0.505882352941176,0.352941176470588,1,0.0431372549019608
0.17271487,0.568627450980392,0.305882352941176,0.866666666666667,0.0431372549019608
0.18580651,0.674509803921569,0.227450980392157,0.647058823529412,0
0.41194314,1,0,0,0
0.43786961,1,0,0,0.0509803921568627
0.47819972,1,0,0,0.0509803921568627
0.50115383,0.611764705882353,0.388235294117647,0,0
0.78643686,0.0156862745098039,1,0,0
0.84693199,0.286274509803922,1,0.00392156862745098,0.32156862745098
0.94993031,0.0313725490196078,0.32156862745098,0.0274509803921569,0.325490196078431
0.98955363,0.211764705882353,0.996078431372549,0.2,0
